,User,Skills
3826,3826,"['hadoop,', 'hdfs,', 'spark,', 'distributed', 'processing,hive,', 'mapreduce,', 'sqoop,', 'hue,', 'pig,', 'linux,', 'hbase,', 'mongodb,', 'scala,java,', 'php,', 'mysql,git,jenkins,sonar,', 'vagrant,', 'drools,', 'it', 'skills', 'details', 'apache', 'pig,oozie,big', 'data,nosql']"
3827,3827,"['spark,scala,hadoop,java,j2ee,pl/sql,struts,spring,hibernate,unix,xml,oracle', 'working', 'knowledge', 'in', 'tools', 'like', 'clearcase,perforce,toad,eclipse,rad', 'etc', 'it', 'skills', 'details', 'core', 'java,spring', 'framework,oracle', '10g,hive,sqoop,jasper', 'reports,play', 'framework,hbase,cassandra,weblogic']"
3828,3828,"['big', 'data', 'hadoop,spark,', 'scala,', 'kafka,', 'python,', 'cassandra,', 'hive,', 'pig,', 'flume,', 'sqoop,', 'oozie', 'it', 'skills', 'details', 'mapreduce,hdfs,core', 'java,hbase,sql']"
3829,3829,"['java,', 'j2ee,', 'spring,', 'soa,', 'fuse,', 'aws,', 'pentaho,', 'web', 'services,apache', 'flume,', 'kafka,', 'hadoop,', 'hive', 'it', 'skills', 'details', 'core', 'java,big', 'data,sql,oracle,javascript,maven']"
3830,3830,"['data', 'structures,', 'algorithms,', 'design', 'patterns,', 'core', 'java,', 'hibernate,', 'unix,', 'perl,', 'php,', 'mysql,', 'sqlite,', 'nosql,', 'apache,', 'java', 'script,', 'ajax,', 'jquery,', 'codeigniter', 'framework,', 'rest', 'based', 'web', 'service', 'development,', 'memcached,', 'big', 'data', 'and', 'hadoop', 'ecosystem', 'concept', 'it', 'skills', 'details', 'javascript,html,java', 'web', 'services,software', 'development,software', 'engineering,apache', 'tomcat,web', 'technologies,datadeploy,c,web', 'development']"
3831,3831,"['creative', 'designing,graphic', 'designing,photoshop,illustrator,print', 'media,photoshopfreehand,online', 'advertising,socialmedia', 'marketing,email', 'marketing,mobile', 'marketing,affiliate', 'marketing,3d', 'modeling,indesign,brochures,banners,posters,dreamweaver,3dsmax', 'it', 'skills', 'details', 'digital', 'marketing,brochure', 'design,logo', 'design,social', 'media', 'marketing,graphics,flash', 'designing,business', 'design,web', 'marketing,internet', 'marketing,print', 'ads']"
3832,3832,"['hadoop,', 'hadoop', 'developer,', 'java,', 'j2ee,', 'spring,', 'hibernate,', 'spring', 'mvc,', 'spring', 'mvc', 'professional,', 'web', 'services,', 'soap,', 'rest,', 'it', 'skills', 'details', 'core', 'java,spring', 'boot,jaxb,jms,maven,cloudera,swing,big', 'data,websphere,oracle']"
3833,3833,"['java,', 'j2ee,', 'c++,', 'python,', 'spring,', 'hibernate,', 'perl,', 'shell', 'scripting', 'it', 'skills', 'details', 'java', 'web', 'services,spring', 'mvc,apache', 'camel,jstl,jsp', 'servlets,maven,jdbc,swing,apache', 'tomcat,spring', 'framework']"
3834,3834,"['java,', 'j2ee,', 'aws,', 'hadoop,', 'rest,', 'jeresy,', 'mysql,', 'saas,', 'oracle,', 'weblogic,', 'hibernate', 'it', 'skills', 'details', 'core', 'java,spring,javascript,jsp', 'servlets,java', 'web', 'services,apache', 'tomcat,html,jms,ejb,websphere']"
3835,3835,"['java/j2ee,', 'spring,', 'hibernate,', 'oracle', '10,', 'mysql,', 'jsp,', 'servlets,', 'jboss,', 'ant,', 'maven,', 'jmx,', 'lucene', 'api,', 'oauth2.0,', 'openam,', 'mongodb,', 'backbone', 'js,', 'angular', 'js,', 'node', 'js,', 'extjs,', 'struts,', 'weblogic', 'it', 'skills', 'details', 'spring', 'mvc,javascript,web', 'services,jboss', 'seam,spring', 'security,svn,eclipse,jms,xml,jdbc']"
3836,3836,"['hdfs,', 'spark', 'core,', 'spark', 'sql,', 'spark', 'streaming,', 'scala,', 'hive,', 'pig,', 'sqoop,', 'oozie,', 'hbase,', 'oracle', 'it', 'skills', 'details', 'hadoop,big', 'data']"
3837,3837,"['cassandra,big', 'data,apache', 'spark,streaming', 'it', 'skills', 'details', 'hadoop,hive,core', 'java,hbase,mysql,sqoop,pig,scala,cloudera,linux']"
3838,3838,"['sql,', 'plsql,', 'ssis,', 'word', 'vba,', 'ms', 'access,', 'excel,', 'pivot', 'table,', 'vlookup,', 'it', 'skills', 'details', 'advanced', 'excel,sql', 'server,data', 'validation,microsoft', 'office', 'access,ms', 'office', 'powerpoint,data', 'analysis,excel', 'powerpoint,oracle', 'sql']"
3839,3839,"['corporate', 'banking,sales,corporate', 'sales,b2b', 'sales,business', 'development,lead', 'generation,market', 'research,i,marketing', 'campaigns,inside', 'sales,email', 'marketing', 'it', 'skills', 'details', 'marketing', 'management,corporate', 'selling,sales', 'lead', 'generation,strategic', 'marketing', 'planning,b2b', 'marketing,marketing', 'strategy,corporate', 'relations,marketing', 'research,corporate', 'finance,corporate', 'salary']"
3840,3840,"['corporate', 'sales,', 'b2b', 'sales,', 'restaurant', 'management,', 'banquet', 'sales,', 'team', 'management,', 'food,', 'beverage,', 'banquets,', 'hotel', 'sales,', 'business', 'development,', 'direct', 'sales,', 'lead', 'generation,', 'cold', 'calling,', 'social', 'networking,', 'marketing', 'management,sales', 'management,operations', 'management,new', 'business', 'development']"
3841,3841,"['excellent', 'communication,soft', 'skills,leadership', '&', 'team-building,good', 'computer', 'knowledge,pro-active', '&', 'ready', 'to', 'face', 'challenges', 'even', 'under', 'stress.,sales,business', 'development,key', 'account', 'management,key', 'accounts', 'manager', 'it', 'skills', 'details', 'corporate', 'business', 'development,corporate', 'sales,b2b', 'sales,corporate', 'gifts,client', 'development,marketing,new', 'business,training,market', 'identification,alliances']"
3842,3842,"['client', 'servicing,new', 'business', 'acquisition,client', 'relationship,opportunity', 'identification,presentation', 'skills,negotiation', 'skills,after', 'sales', 'service,b2b', 'sales,direct', 'sales,selling', 'skills,corporate', 'sales,b2b,sme', 'sales', 'it', 'skills', 'details', 'customer', 'service,marketing,lead', 'generation,crm,after', 'market', 'service,team', 'handling,business', 'works,cold', 'calling,customer', 'support,sales', 'management']"
3843,3843,"['always', 'eager', 'to', 'learn', 'something', 'new,', 'focused,', 'adaptable', 'corporate', 'business', 'development,corporate', 'marketing,corporate', 'sales,strategic', 'marketing,marketing', 'strategy,new', 'business', 'development,marketing', 'promotions,area', 'sales', 'management,customer', 'marketing,online', 'marketing']"
3844,3844,"['cold', 'calling,', 'online', 'lead', 'generation,', 'market', 'research,', 'market', 'analysis,', 'business', 'development,', 'client', 'relationship', 'management,', 'sales,', 'corporate', 'sales,', 'b2b', 'sales,', 'internet', 'sales,', 'marketing,', 'branding,', 'brand', 'communication,', 'brand', 'positioning,', 'strategic', 'br', 'new', 'business', 'development,client', 'development,project', 'management,software', 'sales,business', 'negotiations,service', 'operations', 'management,strategic', 'planning,product', 'mapping']"
3845,3845,"['negotiation,', 'business', 'development', ',', 'distributor', 'handling,', 'territory', 'development,', 'fmcg', 'sales,', 'general', 'trade,', 'modern', 'trade,', 'horeca,', 'institutional', 'sales,', 'b2b', 'sales,', 'business', 'development', 'management,', 'merchandising,', 'competitor', 'analysis,', 'brand', 'promotion', 'it', 'skills', 'details', 'it', 'marketing,horeca', 'sales,distribution,corporate', 'business', 'development,educational', 'sales,channel', 'sales,marketing', 'management,sales', 'development']"
3846,3846,"['sales,', 'it', 'sales,', 'led', 'video', 'wall,', 'display', 'solutions,', 'video', 'wall,', 'channel', 'sales,', 'business', 'development,', 'video', 'conference', 'solution', 'sales,', 'audio', 'video', 'sales,', 'government', 'tender,', 'system', 'integration,', 'saas', 'it', 'skills', 'details', 'target', 'marketing,key', 'account', 'management,it', 'solution', 'sales,sales', 'lead', 'generation,cold', 'calling,it', 'marketing,distribution', 'management,account', 'relationship', 'management,market', 'identification,dealer', 'management']"
3847,3847,"['business', 'development,', 'corporate', 'sales,', 'b2b', 'marketing,', 'institutional', 'sales,', 'dealer', 'network,', 'dealer', 'channel', 'management,', 'territory', 'development,', 'key', 'client', 'retention,', 'team', 'building,', 'complaint', 'handling,', 'sales', 'lead', 'generation,', 'customer', 'service,', 'customer', 'su', 'it', 'skills', 'details', 'team', 'management,channel', 'sales', 'management,client', 'relationship', 'management,distribution', 'management,network', 'expansion,partner', 'development,dealing,revenue', 'generation,business', 'expansion,business', 'networking']"
3848,3848,"['key', 'account', 'partner,key', 'account', 'manager,sales,marketing,business', 'development,channel', 'sales,key', 'account', 'mgmt,distribution', 'mgmt,crm,revenue', 'generation,stakeholder', 'mgmt,strategy', 'planning,corporate', 'sales,b2b', 'sales,product', 'promotion,channel', 'mgmt,', 'it', 'skills', 'details', 'crm', 'management,channel', 'distribution,distribution', 'management,corporate', 'relationship', 'management,stakeholder', 'management,customer', 'service,strategic', 'planning,channel', 'development,customer', 'management,business', 'relationship', 'management']"
3849,3849,"['corporate', 'sales,key', 'account', 'management,marketing,team', 'management,consumer', 'banking,retail', 'liabilities,asset,relationship', 'manager,privilege', 'banker,branch', 'banking,acquisition', 'manager,accounts', 'manager,assistant', 'manager,banking,deputy', 'manager', 'relationship', 'management,banking', 'sales,business', 'development,corporate', 'salary,key', 'accounts,major', 'accounts,management', 'accounting,financial', 'management,corporate', 'relations,insurance']"
3850,3850,"['b2b', 'corporate', 'sales,providing', 'end', 'to', 'end', 'services', 'to', 'small', 'medium', 'enterprise,', 'it', 'companies', 'and', 'other', 'organisation.', 'convincing', 'the', 'top', 'management', 'the', 'techincal', 'clarification', 'regarding', 'the', 'network', 'and', 'building', 'effective', 'relationship', 'with', 'the', 'customer.', 'it', 'skills', 'details', 'corporate', 'selling,it', 'networking,enterprise', 'sales,marketing,leased', 'line,network', 'management,key', 'account', 'management,territory', 'sales', 'management,internet', 'sales,work', 'management']"
3851,3851,"['b2b', 'communication,', 'corporate', 'b2b', 'sales,', 'computer', 'basics,', 'onboarding', 'clients,', 'launching', 'sellers,', 'inside', 'sales,', 'accounts', 'manager', 'sales,', 'retail', 'sales,', 'marketing,', 'technical', 'integration', 'it', 'skills', 'details', 'business', 'development,strategic', 'marketing,new', 'product', 'launch,executive', 'development,marketing', 'strategy,software', 'marketing,marketing', 'promotions,it', 'marketing,product', 'marketing,event', 'marketing']"
3852,3852,"['mvc5,', 'asp.net,', 'jquery,', 'tfs,', 'svn,', 'git,', 'web', 'api,', 'angularjs,', 'ajax,', 'html5,', 'wcf,', 'c#,', 'sql(tsql),', 'sql', 'server,', 'ado.net,', 'javascript,', 'telerik,c,', 'design', 'patterns,', 'bootstrap,java,', 'j2ee,', 'node.js,', 'kenduui', 'it', 'skills', 'details', 'asp.net', 'mvc,asp.net', 'ajax,wcf', 'services,linq,entity', 'framework,c#.net,web', 'services,software', 'development,kendo', 'ui,mvc', 'framework']"
3853,3853,"['asp.net,asp.net', 'mvc,c#,html,css,entity', 'framework,sql', 'server,linq,wcf,software', 'development,web', 'development,ajax,json,web', 'api,bootstrap,javascript,jquery,angularjs', 'it', 'skills', 'details', 'c#.net,mvc', 'framework,web', 'application', 'development,.net', 'framework,application', 'programming,team', 'foundation', 'server,web', 'technologies']"
3854,3854,"['leadershiphandling', 'and', 'organizing', 'eventsoperating', 'systems', 'windows', 'xp,vista,7,ubuntu', 'packages', 'ms', 'office,communication,business', 'development,corporate', 'sales,strategic', 'planning,team', 'management,key', 'account', 'management,client', 'relationship', 'management', 'it', 'skills', 'details', 'strategic', 'marketing,new', 'market', 'development,client', 'retention,revenue', 'generation,market', 'penetration,new', 'business', 'development,online', 'lead', 'generation,new', 'channel', 'development,client', 'servicing,demand', 'generation']"
3855,3855,"['asp.net', 'mvc,c#,entity', 'framework,html5,json,javascript,jquery,angular', 'js,sql', 'server', '2008,razor', 'and', 'web', 'api(restful', 'service)', 'it', 'skills', 'details', 'asp.net', 'ajax,linq,user', 'controls,ado.net,mvc', 'architecture,c#.net,mvc', 'framework,.net', 'framework,web', 'services,ms.net']"
3856,3856,"['.net', 'framework,c#,asp.net,asp.net', 'mvc5,web', 'api,entity', 'framework,sql', 'server', '2008,,jquery,javascript,angular', 'js,html', '5,bootstrap,css', 'it', 'skills', 'details', 'asp.net', 'ajax,ado.net,visual', 'c#,mvc', 'architecture,c#.net,mvc', 'framework,html5,json,ms', 'visual', 'studio.net,ui', 'development']"
3857,3857,"['key', 'account', 'management,', 'digital', 'marketing,', 'business', 'development,', 'corporate', 'sales,', 'b2b', 'marketing,', 'accounts', 'manager', 'sales,', 'accounts', 'manager,', 'operations,', 'marketing', 'executive,', 'marketing,', 'sales', 'marketing', 'management,area', 'sales', 'management,marketing', 'analysis,field', 'sales', 'management,marketing', 'planning,team', 'management,marketing', 'operations,b2b', 'sales,field', 'marketing,key', 'accounts']"
3858,3858,"['c#.net,vb.net,ado.net,asp.net,asp.net', 'mvc,ms', 'sql', 'server,entity', 'framework,linq,wcf', 'and', 'web', 'services,web', 'api,html,css,javascript,jquery,asp.net', 'ajax.', 'it', 'skills', 'details', 'vs.net,.net', 'framework,software', 'development,mvc', 'architecture,mvc', 'framework']"
3859,3859,"['c#,', 'asp.net,', 'asp.net', 'mvc,', 'sql', 'server,', 'web', 'services,', 'wcf,', 'web', 'api,', 'ado.net,', 'entity', 'framework,', 'linq,wpf,', 'html,', 'css,', 'javascript,', 'ajax,', 'jquery,', 'angular', 'js,', 'vb.net.', 'it', 'skills', 'details', 'asp.net', 'ajax,c#.net,vs.net,mvc', 'architecture,.net', 'framework,mvc', 'framework,software', 'development,team', 'foundation', 'server']"
3860,3860,"['asp.net,c#,sql', 'server', '2008,mvc,jquery,entity', 'framework,linq,javascript,web', 'api', 'it', 'skills', 'details', 'asp.net', 'mvc,.net', 'framework,c#.net,mvc', 'framework,wcf,html,web', 'services,stored', 'procedures,sharepoint', 'server,software', 'development']"
3861,3861,"['angular2,web', 'api,c#,asp.net,java,web', 'services,angularjs,javascript,jquery,html5,css3,bootstrap,sql,oracle', '9i,ssrs,rdlc', 'reports.,ado.net,xml,linq', 'it', 'skills', 'details', 'sql', 'server,asp.net', 'ajax,web', 'application', 'development,entity', 'framework,web', 'technologies,asp.net', 'mvc,web', 'designing,c#.net,.net', 'framework,software', 'development']"
3862,3862,"['marketing,business', 'development,sales,client', 'relationship', 'management,corporate', 'sales,staffing,sourcing', 'marketing', 'management,lead', 'generation,executive', 'development,client', 'development,sales', 'development,hr,cold', 'calling']"
3863,3863,"['good', 'in', 'ms', 'office', 'marketing', 'planning,sales', 'management,corporate', 'sales,sales', 'executive', 'activities,client', 'relationship', 'management,distribution,marketing', 'management,field', 'marketing,field', 'sales,excel', 'powerpoint']"
3864,3864,"['java,', 'struts,', 'spring,', 'hibernate,', 'webservices,', 'bigdata,', 'hadoop,pig,hive,mapreduce,', 'hbase,', 'jquery,', 'oracle,', 'sqlserver,', 'aws', 'ec2,', 's3,', 'simple', 'db,', 'redis,', 'memcache,springboot,elk,', 'microservices,', 'play', 'framework,', 'kafka,', 'docker', 'it', 'skills', 'details', 'core', 'java,spring', 'mvc,j2ee,jsp,mysql,big', 'data,servlets,web', 'services,jdbc,maven']"
3865,3865,"['cassandra,spark,scala,datastax,big', 'data,java,j2ee,hibernate,spring,android,gwt,smart', 'gwt,web', 'services,junit,weblogic,jax-ws', 'it', 'skills', 'details', 'core', 'java,spring', 'mvc,maven,javascript,java', 'web', 'services,weblogic', 'server,eclipse,mysql,jboss,portlets']"
3866,3866,"['java,', 'j2ee,', 'spring,', 'boot,', 'core,', 'mvc,', 'rest,', 'security,', 'aop,', 'batch,', 'stream,', 'restful,', 'cloud,', 'config,', 'eureka,', 'zuul', 'proxy,', 'histrix,', 'netflix,', 'ribben,', 'foundry,', 'microservices,', 'soap,', 'struts2.1,', 'play,', 'hibernate,', 'jpa,', 'ejb,', 'jasper', 'report,', 'jsf,', 'jms', 'it', 'skills', 'details', 'java', 'security,spring', 'boot,javascript,dao,jsp', 'servlets,java', 'web', 'services,log4j,spring', 'mvc,jquery,dwr']"
3867,3867,"['java,', 'google', 'cloud,', 'soap,', 'rest,', 'spring,', 'no-sql,', 'bigdata,', 'mysql,', 'liferay,', 'portlets,', 'solr,', 'j2me,', 'alembik,', 'android,', 'design', 'patterns,', 'ivr,', 'sms,', 'wap,', 'billing,', 'subscription,', 'mobile', 'apps,', 'jira,', 'svn,', 'jenkins,', 'maven,', 'uml,', 'class', 'diagrams', ',waterfall,', 'agile', 'core', 'java,hibernate,android', 'application,project', 'management,technical', 'architecture,html,xml,technical', 'leadership,mobile', 'application', 'development,software', 'development']"
3868,3868,"['java,j2ee,spring,hibernate,webservices,angular', 'js', 'it', 'skills', 'details', 'java', 'web', 'services,jsf,jsp', 'servlets,maven,jboss,jaxb,core', 'java,java', 'servlets,tomcat,velocity']"
3869,3869,"['soa,kafka,nifi,amazon', 'webservices,aws,fusion', 'middleware,coherence,11g,12c,', 'weblogic,bpel,webservices,esb,java,aia,oracle', 'bpm/worklist,osb,jira,scrum,product', 'management,amazon', 'redshift,amazon', 'kinesis,', 'amazon', 'stream,', 'amazon', 'cloudwatch', 'it', 'skills', 'details', 'oracle', 'soa', 'suite,oracle', 'esb,oracle', 'aia,oracle', 'fusion', 'middleware,web', 'services,oracle', 'bpel,oracle', '10g,sql', 'server,apache,hibernate']"
3870,3870,"['magazine', 'cteation,indesign,bootstrap,html,html5,css,responsive', 'html/css,javascript/jquery,sharepoint', 'designer,google', 'add', '&', 'promotion', 'banner,facebook', 'cover', 'page,illustrator,business', 'catalyst,browser', 'compatibility,lightroom,iphone', 'and', 'amazon', 'it', 'skills', 'details', 'photoshop,graphic', 'designing,banners,logo', 'design,graphics,asp.net,dreamweaver,corel', 'draw,flash', 'designing,responsive', 'web', 'design']"
3871,3871,"['photoshop,', 'flash,', 'dreamweaver,', 'illustrator,', 'coreldraw,', 'sothink', 'decompiler,', 'ui', 'design,', 'ux', 'design,', 'dhtml', 'menu', 'builder,', 'audia', 'city,', 'javascript', '(basic),', 'jquery', '(basic).', 'it', 'skills', 'details', 'user', 'interface', 'designing,user', 'experience', 'design,ui', 'development,web', 'designing,graphic', 'designing,front', 'end', 'design,corel', 'draw,web', 'ui,html5,wordpress']"
3872,3872,"['html5,', 'css3,', 'dreamweaver,', 'html,', 'css,', 'jquery,', 'flash,', 'photoshop,', 'coreldraw,', 'adobe', 'premiere,', 'basic', 'knowledge', 'of', 'php,', 'basic', 'knowledge', 'of', 'as', 'it', 'skills', 'details', 'flash', 'designing,corel', 'draw,web', 'designing,graphic', 'designing,graphics,web', 'technologies,web', 'development']"
3873,3873,"['user', 'experience,ui,visual', 'design,web', 'designing,prototyping,usability,photoshop,css,javascript,jquery,dreamweaver,graphic', 'designing,html,bootstrap,less,illustrator,html5', 'developer,css3,information', 'architecture,', 'w3c', 'standards,', 'browser', 'compatibility,', 'it', 'skills', 'details', 'user', 'interface', 'designing,logo', 'design,brochure', 'design,graphics,ux,flash', 'designing,ui', 'development,jquery', 'mobile,visualizing,web', 'technologies']"
3874,3874,"['photoshop', 'illustrator', 'indesign', 'fireworks', 'after', 'effects', 'premiere', 'pro', 'lightroom', 'speedgrade', 'audition', 'audacity', 'fl-studiocommercial', 'photography', 'dj', 'journalism', 'copywriting', 'visualization', 'dtp', 'graphic', 'design', 'ui/ux', 'interaction', 'design', 'merchandising', 'social', 'media', 'it', 'skills', 'details', 'graphic', 'designing,graphics,user', 'interface', 'designing,adobe', 'premiere', 'pro,web', 'designing,adobe', 'audition,fashion', 'photography,visualiser,adobe', 'after', 'effects,banners']"
3875,3875,"['develop,', 'create', 'and', 'conceptualise', 'the', 'advertisement.', 'confident,', 'young', 'and', 'enthusiastic', 'with', 'strong', 'visualization', 'and', 'creative', 'skills.', 'well', 'versed', 'with', 'adobe', 'illustrator,', 'adobe', 'photoshop,', 'indesign,', 'corel', 'draw', 'softwares.', 'it', 'skills', 'details', 'graphic', 'designing,logo', 'design,graphics,dreamweaver,creative', 'designing,adobe', 'premiere,web', 'designing']"
3876,3876,"['c#(.net),asp.net,.net', 'framework2.0/4.0,', 'wcf/wpf/wf', '4.0,', 'entity', 'framework,xaml,mysql', '5.1,', 'oracle', '9i,', 'sql', 'server,', 'javascript,ajax,xml', 'it', 'skills', 'details', 'wcf', 'services,asp.net', 'mvc,ms', 'sql', 'server,c#.net,windows', 'communication', 'foundation,html,vb.net,jquery,sql', 'azure,mvc', 'framework']"
3877,3877,"['ui', 'ux', 'designer,', 'web', 'designing,', 'comprehensive', 'knowledge', 'of', 'photoshop,', 'illustrator,', 'it', 'skills', 'details', 'user', 'interface', 'designing,graphic', 'designing,user', 'experience', 'design,visual', 'design,dreamweaver,flash', 'designing,ui', 'development,html,user', 'research,web', 'technologies']"
3878,3878,"['redis,solr,php,mysql,ajax,wordpress,joomla,oscommerce,zencart,yii', 'framework,sugarcrm,mongdb,rabbitmq,memcached,aws,slim,core', 'java,web', 'services,opencart,phpunit', 'it', 'skills', 'details', 'javascript,jquery,html']"
3879,3879,"['core', 'java,', 'multithreading', ',java', 'ee,spring,hibernate,struts2,', 'jsf,', 'maven,', 'jenkins,,gradle,', 'mongodb,', 'mysql,', 'android,', 'project', 'management,project', 'planning,optimization', 'it', 'skills', 'details', 'spring', 'framework,jsp', 'servlets,java', 'mail,java', 'servlets,spring', 'security,lucene,apache', 'tomcat,java', 'architecture,elastic', 'search,project', 'communications']"
3880,3880,"['illustrator,', 'photoshop,', 'web', 'designing,', 'corel', 'draw,', 'flash', 'designing,', 'user', 'interface', 'designing,', 'logo', 'design,', 'flyers,', 'print', 'ads,', 'posters,', 'ppt', 'presentation,', 'it', 'skills', 'details', 'graphic', 'designing,graphics,visual', 'design,visualiser,web', 'technologies,ui']"
3881,3881,"['sr.graphics', 'designer,graphics', 'designer,graphic', 'designing,web', 'designing,digital', 'design,user', 'interface', 'designing,ux', 'designing,', 'typography,user', 'interface', 'designing,', 'communication', 'design,', 'layout', 'design,illustration,photoshop,indesign,flash,corel', 'draw', 'it', 'skills', 'details', 'logo', 'design,illustrator,brochure', 'design,visual', 'design,creative', 'designing,ui,graphic', 'tools']"
3882,3882,"['angular,angularjs,java,', 'java', '8,', 'j2ee,', 'struts,', 'hibernate,', 'jquery,', 'spring,', 'html', '5,', 'agile', 'scrum,', 'junit,', 'maven,', 'sonar,', 'phonegap,', 'sencha', 'touch', 'it', 'skills', 'details', 'core', 'java,spring', 'mvc,jsp', 'servlets,javascript,jbpm,icefaces,jms,java', 'web', 'services,ioc,spring', 'framework']"
3883,3883,"['rwd', '(responsive', 'web', 'desisgn),jquery,android,android', 'sdk,eclipse,repository,java,struts', '2.0,maven', 'builder,spring,hibernate,xml,tomcat,dreamweaver,html,ajax,java', 'script,css,wampserver,php,mysql,wordpress,opencart,magento,photoshop,coredraw', 'it', 'skills', 'details', 'core', 'php,javascript,core', 'java,spring', 'mvc,android', 'studio,java', 'web', 'services,android', 'application', 'development,apache', 'tomcat,mobile', 'application', 'development,jsp']"
3884,3884,"['java/j2ee,javascript,spring,hibernate,jquery,agile,sql,open', 'laszlo,linux', 'it', 'skills', 'details', 'java', 'web', 'services,spring', 'mvc,jpa,ajax,jsp,apache', 'tomcat,jboss,core', 'java,spring', 'framework,weblogic']"
3885,3885,"['android,core', 'java,multithreading,data', 'structure,design', 'patterns,spring,hibernate,google', 'app', 'engine,rest', 'web', 'service', 'devlopment,javascript,', 'jquery,', 'html5,', 'css,', 'angularjs,servlets,', 'mysql,amazon', 'sns,google', 'cloud', 'technologies,', 'blackberry,', 'j2me', 'it', 'skills', 'details', 'spring', 'boot,aop,spring', 'mvc,spring', 'security,java', 'web', 'services,java', 'security,google', 'apps,spring', 'integration,eclipse,java', 'se']"
3886,3886,"['j2ee,spring,hibernate,gwt,webservice,', 'design', 'patterns,jboss,', 'mysql,linux,jprofiler,uml,android,high', 'availability,bss,oss,agile,hadoop,objective-c,map-reduce,junit,', 'java,c++,augmented', 'reality,selenium', 'it', 'skills', 'details', 'core', 'java,spring', 'framework,javascript,xml,java', 'web', 'services,apache', 'tomcat,j2me,ajax,soap,jdbc']"
3887,3887,"['dot', 'net;c#;ado.net;mvc,angular', 'js,bootstrap,web', 'api,html,css,entity', 'frame', 'work,sql', 'server;silver', 'light,linq', 'it', 'skills', 'details', 'asp.net', 'mvc,ms', 'sql', 'server,entity', 'framework,c#.net,mvc', 'framework,.net', 'framework,javascript,asp', 'net,web', 'services,software', 'development']"
3888,3888,"['asp.net', ',mvc', ',telerik', ',it', 'developer', ',', 'jquery,', 'html,', 'css,', 'oracle,', 'wcf,web', 'api,angularjs', 'it', 'skills', 'details', 'asp.net', 'mvc,javascript,sql', 'server,ado.net,c#,c#.net,web', 'services,mvc', 'framework,.net', 'framework,linq']"
3889,3889,"['java', 'security,spring', 'framework,spring', 'mvc,spring', 'integration,system', 'integration,weblogic', 'server,websphere', 'application', 'server,websphere', 'mq,java/j2ee,oracle,hibernate,jms,web', 'services,rest,technical', 'project', 'manager,disaster', 'recovery', 'planning', 'it', 'skills', 'details', 'core', 'java,jsp,servlets,javascript,java', 'web', 'services,apache', 'tomcat,jdbc,xml,sql,maven']"
3890,3890,"['angularjs,', 'asp.net', 'rest', 'api,', 'c#.net,', 'asp.net,', 'mvc,', 'vb.net,', 'ajax,', 'webservices,', 'webapi,', 'wcf,', 'wpf,', 'soa,', 'esp', 'fast,', 'solr,', 'sql', 'server,', 'oracle,', 'asterisk', 'freepbx,', 'sip,', 'mongodb,', 'entity,', 'unity,', 'nunit,', 'jquery,', 'jmobilequery,', 'angularjs,', 'entity,', 'unity,', 'moq,', 'jsnlog', 'it', 'skills', 'details', 'asp.net', 'ajax,ms', 'sql', 'server,javascript,wcf', 'services,visual', 'c#,linq,windows', 'services,enterprise', 'library,entity', 'framework,asp.net', 'mvc']"
3891,3891,"['c,', 'java,j2ee,struts,php,mysql,cake', 'php,codeigniter.paypal,eway,epdq,json,ajax,jquery,mongo,html5,mobile', 'apps,', 'ios,', 'objective', 'c,android,', 'webservices', 'it', 'skills', 'details', 'core', 'java,jquery', 'mobile,core', 'php,android', 'application', 'development,javascript,web', 'application', 'development,java', 'servlets,software', 'development,lamp,mvc', 'framework']"
3892,3892,"['android,ios,phonegap,scrum,agile', 'development,agile', 'methodology,software', 'development,xml,json,java,software', 'estimation,intellij,requirement', 'planning,application', 'programming,software', 'engineering,technical', 'architecture', 'it', 'skills', 'details', 'core', 'java,project', 'management,eclipse,maven,design', 'patterns']"
3893,3893,"['technical', 'architect-', 'mobility,', 'release', 'management,', 'code', 'review,', 'architecture', 'reviews,', 'requirement', 'analysis,', 'android', 'sdk,android', 'studio,jenkins,', 'android,core', 'java,', 'ios', 'it', 'skills', 'details', 'project', 'management,android', 'application', 'development,android', 'framework,mobile', 'application', 'development,mobile', 'architecture,c,engineering', 'management,sqlite']"
3894,3894,"['c#,asp.net', ',mvc', '3/4/5,web', 'api,postgres', 'sql,', 'sql', 'server,mysql', ',mongodb,', 'html', ',ajax,', 'javascript', ',jquery,knockout,angular', 'js,', 'windows', 'azure', 'it', 'skills', 'details', 'asp.net', 'ajax,entity', 'framework,windows', 'services,asp.net', 'mvc,ado.net,postgresql,mvc', 'framework,c#.net,sql', 'azure,web', 'services']"
3895,3895,"['iphone,', 'ios,', 'objective', 'c,', 'android,', 'swift,', 'enterprise', 'architect,', 'project', 'management,', 'technical', 'lead,', 'voip,', 'sip,', 'xmpp,', 'socket.io,', 'solution', 'architecture,', 'mobile', 'application', 'development,', 'it', 'skills', 'details', 'xcode,iphone', 'development,ios', 'development,cocoa,core', 'data,project', 'communications,project', 'tracking,c++,xml,jquery']"
