,User,Skills
3896,3896,"['c,', 'c++', 'on', 'both', 'linux', '&', 'windows,data', 'structures', '&', 'algorithms,design', 'patterns,stl,system', 'programming,multithreading', '&', 'ipc,network', '&', 'sockets', 'programming,soap', '&', 'xml,cable', 'set', 'top', 'boxes', 'home', 'networking,dlna,', 'upnp,http', 'streaming,vc++,mfc,win32', 'programming', 'socket', 'programming,networking', 'protocols,network', 'programming,java,network', 'analysis,wifi,tftp']"
3897,3897,"['sound', 'in', 'java/j2ee/spring/hibernate/web', 'services', 'technologies', 'ibm', 'wmq', 'wmb.', 'along', 'with', 'rad/websphere/jboss.soap,', 'xml,', 'wsdl,', 'rpc,', 'umloracle/postgres/ldap/dnshaving', 'working', 'exp.', 'in', 'j2me/', 'blackberry', 'also.', 'it', 'skills', 'details', 'java', 'web', 'services,javascript,html,websphere', 'mq,websphere', 'message', 'broker,weblogic,sql,junit,jsp,apache', 'tomcat']"
3898,3898,"['solution', 'architecture,', 'java,', 'j2ee,', 'web', 'services,', 'spring', 'framework,', 'hibernate,', 'jsf,', 'chordiant,', 'mongodb,', 'angularjs,', 'docker,', 'it', 'skills', 'details', 'core', 'java,j2ee', 'architecture,spring', 'boot,spring', 'mvc,java', 'web', 'services,jsp,rest,weblogic', 'portal,oracle,java', 'ee']"
3899,3899,"['asp.net,', 'c#.net,', 'asp.net', 'mvc,', 'angularjs,', 'entity', 'framework,', 'wcf,', 'sql', 'server,', 'web', 'api', 'it', 'skills', 'details', 'linq,jquery,javascript,.net', 'framework,windows', 'application,web', 'services,mvc', 'architecture,tfs,ssrs,mvc', 'framework']"
3900,3900,"['struts,', 'spring,', 'hibernate,', 'talend,', 'groovy,', 'grail,', 'restful', 'hybris', 'testing', 'framework', '-', 'spock', 'testing,', 'junit,', 'mock', 'testing,cucumber,', 'selenium,', 'maven,', 'ant', 'and', 'cruise', 'control,jekins,', 'bamboo,', 'ansible,', 'uml', 'and', 'design', 'patternservers', '-', 'jboss,', 'tomcat', 'and', 'ibm', 'w', 'it', 'skills', 'details', 'core', 'java,spring', 'mvc,j2ee,jsp,javascript,mysql,manual', 'testing,web', 'services,automation', 'testing,oracle']"
3901,3901,"['graphic', 'designer,content', 'development,graphic', 'designing,animation,training', '&', 'development,digital', 'compositing,web', 'designing,2d', 'animations,adobe', 'suite', 'cc,adobe', 'flash', 'cc,css', 'dreamweaver,html,photoshop,adobe', 'illustrator,character', 'animation,team', 'leader', 'it', 'skills', 'details', 'flash', 'animation,logo', 'design,flash', 'designing,character', 'designing,graphics,indesign,3d', 'animation,user', 'interface', 'designing,visual', 'design,storyboarding']"
3902,3902,"['creative', 'analyst,', 'visualiser,', 'illustrator,dreamweaver,sound', 'forge,flash', 'indesign,imageready,html,', 'c,', 'java,', 'graphic', 'design,', 'web-designing,', 'animation,', 'content', 'mgmt,', 'digital', 'marketing,dashboards', 'it', 'skills', 'details', 'photoshop,graphic', 'designing,flash', 'designing,brochure', 'design,logo', 'design,graphics,web', 'designing,flash', 'animation,image', 'ready,corel', 'draw']"
3903,3903,"['servlet', '2.x,', 'jsp,', 'jdbc,', 'struts1.x,', 'ejb', '(basic),', 'ajax,', 'dwr', '1.4,', 'spring', '3.2,google', 'tv', 'android', '3.2,', 'samsung', 'smart', 'tv', '2011', 'series,roku', ',', 'neo', 'tv', '300slweb-logic', '7.1,', 'broadvision', 'enterprise', 'server', 'version', '7.1,', 'jboss', '5.x,angular,android,goolge', 'cloud', 'app', 'engi', 'java,jsp', 'servlets,spring', 'boot,android', 'application', 'development,jquery,android', 'studio,web', 'services,javascript,rest,oracle']"
3904,3904,"['android', 'application', 'development,', 'android', 'studio,', 'android', 'frameworks,', 'jni,', 'restful', 'web', 'services,', 'xml,', 'json,', 'it', 'skills', 'details', 'core', 'java,android', 'sdk,c++,sqlite,eclipse', 'ide,c,javascript,software', 'development']"
3905,3905,"['open', 'source', ',', 'project', 'project', 'management,', 'technical', 'architecture,', 'php,', 'mysql,', 'android', ',', 'application', 'performance', 'optimization,', 'database', 'design,', 'agile', 'management', ',', 'people', 'management', 'it', 'skills', 'details', 'software', 'project', 'management,symfony,java,core', 'php,technical', 'management,laravel,project', 'communications,android', 'application', 'development,zend', 'framework,android', 'studio']"
3906,3906,"['mobile', '&', 'web', 'application', 'solution', 'design,', 'business', 'acumen,communication,', 'teamwork,', 'problem', 'solving,', 'leadership,', 'perseverance', 'and', 'motivation,', 'ability', 'to', 'work', 'under', 'pressure,', 'confidence', 'it', 'skills', 'details', 'project', 'management,solution', 'architecture,solution', 'management,business', 'analysis,technical', 'architecture,solution', 'integration,application', 'design,problem', 'analysis,program', 'management,business', 'development']"
3907,3907,"['cfd', 'analyst,', 'icem', 'cfd,', 'fluent,', 'cfd++,pointwise,', 'catia', 'v5', 'it', 'skills', 'details', 'ansys,design', 'engineering,aeronautical,cad']"
3908,3908,"['java,j2ee,', 'struts,', 'servlet,', 'jsp,', 'ejb,webservices(rest', ',soap),', 'spring,hibernate,websphere', 'commerce', 'server(wcs)', ',html', '5,jquery,xmpp,smack', 'api,open', 'fire,redis,elastic', 'search,nginx,', 'apache,', 'linux,', 'it', 'skills', 'details', 'core', 'java,servlets,design', 'patterns,jdbc,javascript']"
3909,3909,"['oss,', 'ericsson', 'order', 'care,', 'soap', 'ui,', 'web', 'services,', 'soa,', 'uml,', 'bpml,', 'perl,', 'workflow,', 'sql,', 'unix', 'shell', 'scripting,', 'it', 'skills', 'details', 'core', 'java,wsdl,xml,javascript,jquery,jms,mysql,linux,oracle,weblogic']"
3910,3910,"['multi-tenant', 'architecture,soa,security,algorithm,jdk1.5/6,soap,rest,jax-ws,cxf,amazon', 'cloud', 'ec2,s3,load', 'balancer,esb,jbpm,drools,jboss', 'eap/jpp,lucene,memcache,jcs,spring,hibernate,junit,tdd,oracle', '11g,oc4j,ldap,svn,jira,xml,scaling,ooad,uml,supervise', 'it', 'skills', 'details', 'java', 'mail,spring', 'mvc,j2ee,java', 'web', 'services,struts,jsp,jsf,spring', 'framework,technical', 'architecture,design', 'patterns']"
3911,3911,"['photoshop,', 'illustrator,', 'in-design,', 'flash,', 'dreamweaver,', 'html', '&', 'coreldraw,coreldraw,corel', 'draw,graphic', 'designing,brochures,print', 'ads,posters,dtp', 'operator,pagemaker', 'it', 'skills', 'details', 'brochure', 'design,graphics,indesign,creative', 'designing,animation,corporate', 'identity,special', 'effects,print', 'development,web', 'designing,corel', 'designer']"
3912,3912,"['associate', 'manager,web', 'designer,web', 'designing,', 'user', 'interface', 'designing,graphic', 'designing,interface', 'design,adobe', 'photoshop,adobe', 'illustrator,maya,adobe', 'flash,adobe', 'dreamweaver,-', 'iphone,android', 'app', 'it', 'skills', 'details', 'graphics,flash', 'designing,user', 'experience', 'design,creative', 'designing,web', 'technologies,ui']"
3913,3913,"['corel', 'draw,', 'illustrator,', 'graphic', 'designing,', 'photoshop,', 'freehand,', 'sketching,', 'painting,', 'fine', 'arts,', 'drawing,', 'layout,', 'set', 'design', 'br', 'it', 'skills', 'details', 'graphics,logo,visualiser,creative', 'designing,posters,visual', 'design,interaction', 'design,illustration']"
3914,3914,"['art', 'director,visualiser,graphic', 'designer,photoshop,illustrator,adobe', 'after', 'effects,adobe', 'premiere,indesign', 'it', 'skills', 'details', 'graphic', 'designing,motion', 'graphics,flash', 'designing,creative', 'designing,dreamweaver,visual', 'design,print', 'ads,3dsmax,visualizing,art', 'direction']"
3915,3915,"['graphic', 'designing,', 'logo', 'design,', 'brochure', 'design,', 'banners,', 'leaflets,', 'posters,', 'flyers,', 'business', 'cards,', 'newsletters,', 'print', 'ads,', 'corporate', 'identity,', 'typography,', 'photoshop,', 'illustrator,', 'sketching,', 'concept', 'art,', '3d', 'modeler,', 'vray,', 'autodesk', '3ds', 'max,', 'adobe', 'pre', 'it', 'skills', 'details', 'graphics,corel', 'draw,flash', 'designing,web', 'designing,adobe', 'after', 'effects,brochures,adobe', 'premiere,flash', 'animation,creative', 'designing']"
3916,3916,"['php,', 'mysql,', 'yii,', 'laravel,', 'javascript,', 'jquery,', 'ajax,', 'wamp,', 'it', 'skills', 'details', 'html,cakephp,web', 'development,web', 'services,json']"
3917,3917,"['manager', '-', 'ui/ux', 'web', 'and', 'mobile,', 'product', 'mgr,ux,ui', 'product', 'management,web', 'project', 'management,', 'processes', 'mgmt,usability', 'testing,quality', 'management,', 'jira', 'update', ',', 'story', 'creation', ',', 'story', 'points', ',', 'backlog', ',,', 'scrum', ',', 'agile', ',', 'client', 'interaction,', 'it', 'skills', 'details', 'it', 'project', 'management,web', 'ui,web', 'designing,product', 'strategy,user', 'management,web', 'technologies,web', 'development,project', 'communications,resource', 'management,project', 'tracking']"
3918,3918,"['android', 'it', 'skills', 'details', 'android', 'application', 'development,mobile', 'application', 'development,software', 'development,java,mobile', 'applications']"
3919,3919,"['android', 'apps', 'architect,mobility', 'head,ios', 'apps', 'development,material', 'designs,animations,google', 'cloud', 'apps', 'development,amazon', 'webservices', 'development,gradle,cvs,svn,git,rx', 'java,spring', '3.0,', 'hibernate', 'etc.', 'it', 'skills', 'details', 'google', 'app', 'engine,j2ee,ios', 'development,android', 'studio,web', 'development,mobile', 'application', 'development,iphone', 'development,web', 'services,application', 'server,project', 'management']"
3920,3920,"['angular', 'js,native', 'java,phone', 'gap,agile,php,zend,cake', 'php,open', 'sources,mysql,mobile', 'apps', '(native', 'android', 'and', 'phonegap),nosql,hbase,mongodb,hadoop', 'cluster,kafka,storm', 'it', 'skills', 'details', 'core', 'java,core', 'php,html,zend', 'framework,jquery,oscommerce,joomla,drupal,moodle,yii']"
3921,3921,"['photoshop,html5,css,flash,jquery,dreamweaver,illustrator,graphic', 'designing,logo', 'design,banners,visualiser,flash,adobe', 'after', 'effects', 'brochure', 'design,corporate', 'identity,flash', 'designing,graphics,web', 'designing,adobe', 'premiere,pagemaker,user', 'interface', 'designing,creative', 'designing,posters']"
3922,3922,"['visualization,', 'graphic', 'designing,', 'logo', 'design,', 'posters,', 'banners,', 'business', 'cards,', 'brochures,', 'logo,', 'photoshop,', 'illustrator,', 'photography,', 'photo', 'editing,', 'color', 'correction,', 'image', 'editing,', 'creative', 'solutions,', 'product', 'marketing,', 'product', 'strategy,', 'product', 'co', 'it', 'skills', 'details', 'indesign,graphics']"
3923,3923,"['ui', 'designer', ',ux,', 'ui', 'developer,', 'responsive', 'web', 'design,', 'css3', ',', 'css,', 'html5', ',', 'div,', 'photoshop,', 'flash,', 'creative,', 'logo,', 'design,', 'brochures', ',illustrator,', 'dreamweaver,', 'corel', 'draw', 'microsoft', 'office,', 'graphic', 'design', 'it', 'skills', 'details', 'graphic', 'designing,user', 'interface', 'designing,web', 'designing,visual', 'design,graphics,interaction', 'design,ui', 'development,javascript,jquery,user', 'experience']"
3924,3924,"['photoshop,', 'illustrator,', 'corel', 'draw,', 'indesign,', 'quark', 'express,', 'publishing,', 'graphic', 'designing,', 'visualiser,', 'photography,', 'art', 'direction,', 'visualization,', 'creative', 'designing,', 'print', 'ads,', 'it', 'skills', 'details', 'posters,brochure', 'design,graphics,flyers,brochures,illustration,visualizing,web', 'designing,visual', 'design,adobe', 'acrobat']"
3925,3925,"['project', 'management,graphic', 'designing,visualiser,web', 'designing,photoshop,logo', 'design,user', 'interface', 'designing,graphics,illustrator,brochure', 'design,psd,banners,cs3,visual', 'design,design,', 'graphics,', 'ui,', 'ux,', '3d,', 'pre', 'production,', 'post', 'production', 'ui', 'development,creative', 'designing,brochures']"
3926,3926,"['java,', 'j2ee,', 'soa,', 'spring', 'cloud,', 'cloud', 'foundry,', 'micro', 'services,', 'spring', 'boot,', 'spring', 'core,', 'spring', 'mvc,', 'spring', 'rest,', 'spring', 'security', 'sso', 'docker,', 'spring', 'aop,', 'spring', 'batch,', 'spring', 'integration,', 'soap,', 'hibernate3.3,', 'jpa1.0,', 'ejb3.0,', 'struts', '2.x,', 'play1.5.2.', 'it', 'skills', 'details', 'core', 'java,jsp,servlets,javascript,web', 'services,jquery,jdbc,oracle,html,junit']"
3927,3927,"['ui', '&', 'graphic', 'designer,graphic', 'designing,web', 'designing,user', 'interface', 'designing,interaction', 'design,information', 'architecture,usability', 'analysis,visual', 'design,user', 'experience', 'design,', 'typography,', 'photoshop,html,dreamweaver,illustrator', 'it', 'skills', 'details', 'ux,brochure', 'design,graphics,flash', 'designing,brochures,banners,indesign']"
3928,3928,"['adobe', 'illustrator,coreldraw', '15,adobe', 'photoshop,adobe', 'indesign,macromedia', 'flash', '8,html,dreamweaver.', 'it', 'skills', 'details', 'corel', 'draw,graphic', 'designing,brochure', 'design,pagemaker,logo', 'design,web', 'designing,creative', 'designing']"
3929,3929,"['photoshop', 'cc,', 'html,', 'css,', 'illustrator', 'cs6,', 'corel-draw,', 'in-design,', 'flash', 'graphic', 'designing,user', 'interface', 'designing,dreamweaver,user', 'experience', 'design,visual', 'design,ui', 'development,indesign,web', 'designing,corel', 'draw,logo', 'design']"
3930,3930,"['business', 'development,b2b', 'sales,', 'new', 'client', 'acquisition,', 'account', 'management,account', 'mining,client', 'servicing,', 'sourcing,', 'screening,', 'interview', 'coordination,recruitment,', 'training,', 'recruitment', 'management,marketing,business', 'hr,staffing,client', 'account', 'management,team', 'management,client', 'relationship', 'management,human', 'resource', 'management,sales', 'management,client', 'handling']"
3931,3931,"['php,mysql,ajax,node.js,mongo,soap,mvc', 'framworks,sql,pl/sql,zend', 'framework,web', 'services,payment', 'gateway,cakephp', 'framework,yii.,golang,rest,nosql,mysql,jquery,php,javascript,mongodb,android,project', 'management,people', 'management,engineering', 'management', 'it', 'skills', 'details', 'core', 'php,html,smarty']"
3932,3932,"['oracle,', 'pl/sql,', 'business', 'analysis,', 'requirement', 'gathering,', 'project', 'manager,', 'development', 'manager,', 'java', '/', 'j2ee', '-', 'hibernate,', 'spring,', 'angular', 'js,', 'node', 'js,', 'react.js,', 'aws,', 'agile', 'project', 'management,', 'architectural', 'design,', 'scrum', 'master,', 'program', 'management,delivery', 'management,development', 'management,scope', 'management,stakeholder', 'management,operations', 'management,project', 'review,technology', 'management,managed', 'services,project', 'implementation']"
3933,3933,"['b.e', 'with', 'having', '3.2', 'year', 'of', 'experience', 'in', 'software', 'coding', 'and', 'developing', 'the', 'web', 'based', 'application', 'using', 'asp.net,c#.net,mvc,wcf,web', 'api,html,ajax,javascript,sql', 'server', '2005/2008,asp.net,ado.net,sql', 'server,linq', 'it', 'skills', 'details', 'asp.net', 'ajax,wcf', 'services,asp.net', 'mvc,jquery,web', 'application', 'development,software', 'development,web', 'services,web', 'technologies,software', 'engineering']"
3934,3934,"['oracle', 'pl/sql', ',sql,vba', 'macros,exel', 'programiing,a', 'analytics', 'it', 'skills', 'details', 'sql', 'tuning,oracle', 'reports,plsql,oracle', 'development,oracle', 'designer,sql', 'coding,oracle', 'sql,toad,oracle', 'apps,sql', 'development']"
3935,3935,"['perl,', 'python,', 'java', 'script,', 'php,', 'oracle', '&', 'mysql', '(rdms),', 'riak', '(nosql),', 'erlang,', 'node.js', 'and', 'ejabberd.', 'it', 'skills', 'details', 'javascript,mysql', 'db,xml,html,mvc', 'framework,c,software', 'development,linux,jquery,web', 'development']"
3936,3936,"['html', '5,', 'css', '3,', 'rwd,', 'bootstrap,angular', 'js,', 'javascript,', 'jquery,', 'ajax,handlebar', 'js,', 'sass,', 'git', 'and', 'grunt', 'build', 'it', 'skills', 'details', 'ui', 'development,html5,front', 'end', 'design,responsive', 'web', 'design,web', 'development,web', 'services,user', 'interface', 'designing,psd,angularjs']"
3937,3937,"['html', ',', 'css', ',', 'jquery,', 'photoshop,', 'jade,scss,', 'angular', 'it', 'skills', 'details', 'ui', 'development,javascript,bootstrap,user', 'interface', 'designing,html5,front', 'end', 'design,web', 'designing,responsive', 'web', 'design,kendo', 'ui,web', 'development']"
3938,3938,"['video', 'streaming,', 'google', 'analytics,', 'google', 'adwords,', 'cloud', 'aws,', 'php,', 'mixpanel,', 'event', 'analytics,', 'aws,', 'microsoft', 'azure,', 'amazon', 'ec2,', 'aws', 'lambda,', 'aws', 'cloudfront,', 'mysql,', 'dynamo', 'db,', 'it', 'skills', 'details', 'it', 'project', 'management,javascript,online', 'marketing,delivery', 'management,solution', 'delivery,project', 'planning,solution', 'architecture,web', 'services,it', 'projects,technical', 'architecture']"
3939,3939,"['plsql,mysql,unix', 'shell', 'scripting,database,data', 'warehousing,oracle,sql,sed,awk,bash,oracle', 'development,stored', 'procedures,index,views,cursor,triggers,dml,ddl,dcl.,shell', 'scripting,nagios,sql,unix,oracle', 'sql,datastage,performance', 'tuning,sql', 'tuning', 'it', 'skills', 'details', 'sql', 'coding,oracle', 'pl,oracle', 'forms,oracle', '10g,oracle', 'designer,sql', 'development,sql', 'scripting,data', 'modeling']"
